Company,Employee_ID,Department_ID,Branch_ID,Age,Gender_Code,Experience_Years,Education_Level,Job_Level,Salary_INR,Bonus_INR,Overtime_Hours,Training_Hours,Projects_Assigned,Projects_Completed,Performance_Score,Attendance_Percent,Leaves_Taken,Late_Logins,Promotion_Count,Client_Rating,Sales_Target,Sales_Achieved,Customer_Tickets,Resolved_Tickets,Work_Hours_Month,Manager_ID,Team_Size,Travel_Days,Remote_Work_Days,Office_Floor,Desk_Number,Laptop_Age_Months,Certification_Count,Monthly_KPI
Microsoft,102377,30,121,48,0,26,5,1,2578956,168806,37,94,3,2,3,76.85,22,22,4,2.88,2530243,3083670,459,323,168,1350,6,20,12,18,2903,70,14,65.28
Alphabet,102378,9,122,47,1,23,2,7,2353417,70700,28,27,11,2,1,80.77,7,35,3,3.9,4218447,1615651,394,378,122,1141,15,19,16,11,4712,34,13,73.51
SAP,102379,1,121,52,1,33,3,8,3282638,146249,15,282,4,9,2,88.35,26,20,2,1.93,361147,2824187,23,391,138,1229,9,18,22,9,5132,51,5,79.61
Apple,102380,21,175,30,0,3,5,10,609451,45887,54,238,6,14,1,82.13,21,35,2,2.17,4761904,3008197,472,103,209,1035,16,16,1,12,8233,11,9,90.5
Intel,102381,22,109,40,1,10,5,9,1320754,62535,12,251,24,5,2,94.93,0,12,3,4.59,1342963,1165382,365,271,161,1494,19,6,14,19,5963,10,11,93.96
Intel,102382,16,137,48,1,22,2,5,2253704,182186,55,285,1,11,3,83.28,29,36,2,2.24,2455856,3507613,172,107,184,1330,20,1,6,2,8459,19,7,97.25
Intel,102383,19,163,26,1,6,2,7,819931,46980,1,46,21,4,1,89.26,0,16,4,1.64,4923986,799908,262,58,131,1162,23,18,17,9,2309,72,1,99.42
TCS,102384,15,140,46,1,17,2,4,1736591,165121,52,38,20,4,4,74.83,12,6,3,1.97,267586,4636538,379,33,155,1251,4,11,12,13,9506,43,1,58.98
Capgemini,102385,23,143,54,0,25,3,3,2517929,54835,45,34,2,11,1,84.71,27,39,4,2.76,1289209,639410,426,48,217,1028,27,11,17,9,8391,10,14,59.3
NVIDIA,102386,29,138,54,0,27,2,10,2669549,175715,44,230,10,23,3,78.18,27,19,3,2.57,1044191,3498563,30,217,145,1016,13,18,8,4,7586,61,1,54.58
Wipro,102387,6,149,50,0,31,5,6,3238963,174896,52,248,12,3,2,72.93,10,40,1,3.22,634782,4983862,403,45,155,1257,26,4,10,17,8929,45,3,52.21
Intel,102388,15,160,42,1,17,3,8,1793724,117811,27,133,21,18,2,92.34,24,11,2,2.78,799901,1129836,360,241,149,1266,17,12,0,12,5182,2,14,53.17
Intel,102389,19,167,55,1,26,5,9,2775689,313411,20,55,20,20,5,81.99,13,36,2,2.11,4223819,4520376,347,493,224,1237,14,6,5,17,7747,52,7,89.93
Adobe,102390,13,106,21,1,0,5,9,261450,35522,43,263,17,4,5,84.5,4,33,5,1.01,3466549,129458,96,110,198,1238,4,11,13,16,5155,2,11,88.27
Salesforce,102391,9,161,45,1,24,2,10,2511006,298220,40,116,12,11,5,74.83,25,14,2,1.13,4943972,2592512,352,11,180,1209,5,3,4,19,9040,54,4,93.9
Amazon,102392,30,160,30,1,0,1,6,301131,55179,39,190,23,25,5,87.31,26,35,1,1.55,2668818,1730320,316,299,159,1244,12,14,17,17,7475,15,5,85.55
IBM,102393,18,136,50,0,24,4,1,2566248,279352,1,44,15,25,5,79.35,14,39,4,4.86,1816717,2049632,57,242,139,1108,25,2,13,20,2404,48,3,72.92
Cisco,102394,14,149,56,0,26,5,5,2613226,290605,43,123,17,3,5,90.31,9,25,5,3.04,3505257,4796044,351,446,163,1512,12,6,18,20,9998,54,7,69.75
Capgemini,102395,11,112,21,0,2,3,6,579546,45882,30,38,20,25,3,93.58,21,19,4,3.87,4744998,2976104,153,282,228,1447,2,13,9,16,6259,6,11,72.5
Meta,102396,3,156,29,1,10,3,6,1220830,139089,43,260,4,22,4,73.41,24,15,5,1.87,3825152,5422182,164,25,143,1452,23,19,1,9,4481,40,5,89.05
Cisco,102397,29,150,63,1,35,2,8,3526486,316478,1,145,21,14,4,93.12,29,12,4,1.72,3430848,2523099,4,479,210,1254,25,7,22,2,6662,54,11,88.65
TCS,102398,30,176,43,1,24,5,4,2386413,96580,16,155,24,10,2,80.63,30,19,5,3.31,3708173,135230,254,209,128,1161,24,11,1,4,6542,13,10,85.21
Adobe,102399,23,100,46,1,16,4,8,1771943,143082,40,265,6,17,3,84.78,22,37,4,1.54,4859710,2024155,93,142,218,1156,16,2,17,1,9521,71,10,99.22
Adobe,102400,8,114,30,0,9,3,10,1109332,85108,22,167,10,13,2,85.26,18,18,0,4.58,1780601,2818561,55,14,132,1346,13,1,9,18,6688,7,1,77.82
Adobe,102401,30,149,40,1,10,1,4,1146337,43598,31,194,9,4,1,72.38,2,0,1,4.28,345902,4212998,265,332,222,1227,29,14,5,11,2209,26,1,80.43
Alphabet,102402,20,103,40,0,21,4,6,2165041,127010,44,211,24,23,2,70.59,21,24,1,2.3,393535,730445,75,353,231,1440,9,13,18,10,7768,62,3,53.15
Microsoft,102403,6,127,48,0,27,1,10,2743009,121628,32,237,7,23,2,76.16,27,32,0,3.46,446051,3152385,190,146,146,1005,27,13,11,4,8452,6,10,95.27
HCLTech,102404,29,146,47,1,24,1,8,2377201,162531,11,292,9,20,3,84.29,5,26,1,2.93,3403485,2964336,269,317,136,1417,11,15,2,14,2520,61,15,79.34
Cisco,102405,16,128,55,0,28,3,10,2812682,300711,45,198,17,5,5,78.18,17,5,5,2.52,3635243,1344129,2,385,196,1091,14,0,22,9,7362,49,4,87.17
Accenture,102406,12,152,43,1,13,1,9,1468083,118663,36,249,6,5,3,80.42,27,18,5,4.79,2235127,3744084,229,282,177,1596,7,16,1,6,2299,57,8,54.12
Microsoft,102407,20,121,49,1,26,2,6,2706308,191152,6,117,25,3,3,90.7,0,30,0,2.06,2609439,2037186,69,381,225,1590,3,2,3,3,3818,19,5,64.17
Intel,102408,10,124,41,0,14,1,2,1506816,91107,56,210,13,11,2,77.68,19,23,4,4.61,652052,1449522,118,113,195,1217,27,6,1,17,4806,11,0,78.18
Oracle,102409,13,155,40,0,10,5,7,1269950,84115,29,251,21,3,2,92.11,5,27,1,2.96,2000830,1132295,95,46,180,1065,9,0,7,18,2941,38,2,99.04
Wipro,102410,7,150,35,0,16,2,3,1718162,110202,36,169,16,12,3,96.06,29,25,1,1,135579,639042,47,288,150,1563,29,3,14,5,1357,22,7,75.89
Salesforce,102411,2,110,30,0,5,1,7,686627,50298,24,141,5,22,3,92.25,24,24,4,1.36,4576789,3598594,238,17,239,1112,6,5,22,12,8520,45,11,94.43
Adobe,102412,12,116,35,0,5,5,5,787087,56187,7,289,17,15,2,73.83,27,24,0,1.93,2802615,4915440,276,336,156,1350,26,3,6,4,9521,24,7,59.72
Wipro,102413,1,110,36,1,15,4,8,1723473,182119,55,30,13,0,4,84.83,22,25,4,1.19,4296917,4353217,176,382,219,1392,12,18,8,15,7913,46,6,85.75
Meta,102414,11,165,34,1,13,1,5,1373932,75927,32,296,25,23,2,77.94,5,38,5,4.68,3361536,2319397,104,13,156,1327,3,2,3,15,7293,55,9,67.19
Oracle,102415,21,139,46,0,21,3,9,2199858,248180,49,14,5,20,5,90.95,4,21,5,1.52,4317989,2820083,204,302,143,1576,8,20,11,12,6705,6,13,68.45
Wipro,102416,30,109,38,1,16,5,8,1773137,169327,30,17,17,24,4,74.83,23,29,0,1.36,1577288,130872,361,363,148,1034,30,11,14,4,9179,72,4,84.79
HCLTech,102417,10,113,31,0,12,2,10,1446745,123204,49,62,6,3,3,80.28,30,4,5,2.19,1297775,2213315,106,0,127,1042,26,6,7,16,1214,61,7,67.43
Alphabet,102418,30,132,33,0,6,3,8,810359,104075,6,253,6,14,4,78.76,3,6,3,2.27,602113,1439783,483,242,221,1293,6,2,14,17,8979,45,3,90.78
NVIDIA,102419,16,162,58,1,31,1,1,3004792,84410,34,179,3,3,1,87.07,4,34,0,1.45,165908,5442234,204,29,230,1485,25,14,22,14,8029,22,2,73.08
Tesla,102420,15,158,55,0,25,4,9,2651065,75489,8,12,20,24,1,85.36,6,33,4,2.35,886111,4384184,14,238,221,1389,27,7,17,13,3497,20,13,68.67
TCS,102421,2,149,24,1,2,2,5,595251,32037,38,136,8,19,2,71.3,27,6,0,3.83,806727,247424,73,426,160,1200,12,13,14,5,1972,17,2,66.1
NVIDIA,102422,10,116,38,1,18,3,10,1968136,150786,58,149,8,6,3,73.41,4,1,1,3.05,4389714,2350540,488,41,128,1074,14,16,21,1,8719,51,15,88.38
Accenture,102423,15,180,38,0,8,5,5,1010584,107664,24,83,24,12,4,72.36,21,1,4,1.92,2028849,883013,207,359,196,1384,25,20,20,9,3003,30,8,75.45
HCLTech,102424,29,103,42,1,20,5,1,2169807,154987,21,268,19,14,3,80.27,27,4,1,1.14,2404657,1923887,283,259,210,1450,16,12,6,18,6212,38,10,79.09
HCLTech,102425,7,139,41,0,20,3,9,2078974,199264,52,3,11,21,4,95.55,6,4,4,2.07,3989558,703231,363,120,120,1213,20,11,20,11,2774,27,9,65.61
Salesforce,102426,14,132,47,1,25,4,2,2485014,181867,41,80,13,0,3,90.24,25,8,4,3.57,159775,4885022,375,401,229,1580,17,9,6,16,9322,37,0,74.04
NVIDIA,102427,18,122,36,0,11,1,8,1196646,91524,20,0,19,19,3,83.42,1,39,3,1.95,2100320,1974622,194,71,198,1261,19,1,15,12,2338,4,7,64.33
Salesforce,102428,13,116,29,1,6,2,10,917829,85971,57,223,1,10,4,96.9,5,31,4,1.66,2893288,930706,25,273,158,1005,23,3,19,7,8961,23,11,89.53
Microsoft,102429,28,153,30,0,1,4,9,342848,55490,50,130,2,0,3,71.29,13,20,2,2.68,2617464,3844371,454,95,127,1309,14,16,6,19,6327,47,6,66.48
Apple,102430,1,155,58,1,29,1,9,2981001,216554,58,195,24,6,3,75.36,24,24,1,3.01,2477527,978511,94,231,184,1292,17,1,17,4,7096,20,5,74.01
Amazon,102431,30,133,53,1,28,5,9,2936891,84743,27,260,20,8,1,83.66,23,34,0,4.05,2432736,4935966,347,227,144,1584,25,13,10,15,2661,40,13,85.98
Alphabet,102432,14,171,55,0,28,1,7,2777693,185573,29,293,3,5,3,76.76,14,35,4,2.19,2276997,5287572,307,209,139,1492,26,6,3,4,5161,43,6,62.23
Cisco,102433,13,162,44,1,21,1,2,2216279,223476,8,115,14,23,5,93.29,14,33,2,4.6,4675816,229299,407,208,224,1167,8,5,13,9,8794,31,13,88.55
Apple,102434,1,160,43,1,14,1,5,1658374,202747,14,54,8,8,5,91.3,17,19,0,3.12,1301981,3233028,376,5,209,1198,9,12,0,1,4516,60,2,86.28
TCS,102435,16,160,33,1,14,5,1,1525392,106569,60,242,17,16,2,75.86,18,16,3,2.25,3120155,3644210,198,374,155,1350,25,8,4,9,1460,54,13,84.5
NVIDIA,102436,10,123,35,0,11,4,2,1253913,103038,34,99,17,8,3,90.19,17,4,2,3.54,1765483,5354341,414,448,198,1155,20,8,14,20,9948,71,11,82.28
IBM,102437,11,138,25,1,0,5,4,201913,59590,14,23,21,0,4,94.39,18,40,5,3.26,691127,935113,16,398,194,1314,28,2,6,16,3836,56,8,84.27
Accenture,102438,13,131,61,0,33,1,3,3195972,170138,39,25,1,23,2,95.47,10,3,3,4.5,1020098,1934533,9,232,121,1313,21,1,17,16,6280,50,15,65.55
HCLTech,102439,23,120,62,0,35,2,9,3465017,94983,21,43,9,2,1,71.68,25,8,0,4.63,4076157,4504368,198,355,129,1283,27,8,2,6,5583,29,0,82.34
Tesla,102440,19,134,39,1,18,5,9,1839191,160247,3,257,23,11,3,91.22,16,38,0,4.33,2718879,960496,203,171,157,1398,29,2,12,4,2823,11,0,80.81
Infosys,102441,18,164,39,1,11,3,2,1377815,101834,13,61,19,15,3,85.78,1,34,0,1.36,2337165,996664,416,321,205,1154,24,19,11,17,5746,67,15,73.65
IBM,102442,16,130,25,1,3,1,6,641678,94715,46,251,6,19,4,98.64,27,15,5,1.59,4948078,2244058,68,422,193,1028,15,0,14,6,3520,4,5,97.65
Cisco,102443,13,115,44,0,19,2,6,2007074,207941,56,24,25,18,4,99.8,23,17,3,1.22,4081579,2508067,260,64,190,1088,19,16,21,2,2342,60,9,80.58
Capgemini,102444,10,160,28,1,9,1,4,1109086,100495,38,163,22,2,3,88.4,26,23,2,2.37,3484235,3014479,282,71,152,1325,20,14,21,14,3594,49,13,59.56
Meta,102445,1,107,52,0,26,4,5,2746108,221879,24,72,3,15,4,91.79,29,28,2,4.45,313302,4820427,421,359,220,1398,13,18,14,11,5009,24,12,90.88
HCLTech,102446,14,140,58,0,28,5,10,2723685,109286,47,7,8,4,2,86.02,15,3,1,2.42,4710057,3044388,289,366,152,1502,5,16,10,18,3907,61,5,98.29
IBM,102447,30,107,53,0,23,2,6,2333890,259972,24,47,12,11,5,99.19,7,15,1,1.33,3789244,941854,160,217,154,1045,8,18,6,2,3468,5,11,97.19
SAP,102448,22,123,41,1,13,3,8,1494418,70211,18,221,5,22,2,95.92,9,0,5,3.89,1087773,3252426,72,332,232,1111,14,2,3,15,2215,54,10,54.4
IBM,102449,1,106,56,1,27,5,5,2863380,73044,20,208,11,10,1,94.7,2,14,0,2.29,4969630,2740019,291,387,136,1457,7,5,9,7,3138,7,3,57.74
TCS,102450,6,179,48,1,23,3,5,2304771,93130,25,282,7,17,2,77.59,28,1,2,2.77,4309323,5463523,172,91,125,1272,16,10,20,7,2991,57,12,93.28
Alphabet,102451,25,127,41,1,12,2,7,1397742,74689,33,275,15,8,1,85.81,12,20,1,1.25,1211797,1554750,120,67,232,1450,11,2,1,17,2438,23,11,65.74
Intel,102452,16,179,38,0,8,4,7,1000293,123191,46,106,3,13,5,72.44,14,18,2,4.23,2313162,1512224,71,78,132,1242,25,16,9,20,4211,60,13,71.86
Capgemini,102453,1,139,51,1,31,4,5,3039238,86146,1,200,13,24,1,81.68,10,13,3,4.9,3632085,1022570,37,68,229,1463,13,10,0,7,3744,68,11,78.78
Capgemini,102454,27,175,59,0,34,5,9,3302589,351178,59,204,19,13,5,97.23,22,19,1,4.66,933514,1027769,488,325,164,1419,19,14,16,10,6706,72,15,71.8
HCLTech,102455,9,155,34,0,10,1,5,1198225,115424,10,155,14,18,3,75.77,24,10,5,4.17,4197502,1835837,426,437,224,1038,4,7,6,16,6057,27,13,69.02
Amazon,102456,6,122,40,0,11,5,10,1367750,138643,51,28,6,11,5,86.19,8,6,5,2.18,3529395,3204801,187,245,208,1301,20,14,14,5,4576,59,2,74.11
Salesforce,102457,1,119,44,1,24,3,9,2413061,73641,19,60,13,8,1,87.64,14,35,1,4.29,487365,832790,36,117,126,1346,4,7,18,19,9030,9,9,85.88
Cisco,102458,23,157,29,0,5,4,8,817510,46494,53,261,6,17,2,90.29,15,6,5,3.17,2788472,4098031,119,24,173,1591,11,14,4,9,8291,65,6,69.52
HCLTech,102459,20,166,28,1,0,1,1,372173,31580,23,7,15,23,1,87.49,29,36,4,3.52,4254691,2860213,6,482,182,1074,4,10,10,3,7984,63,9,57.1
Amazon,102460,7,109,28,0,8,5,3,978555,143616,2,212,4,16,5,81.33,30,15,4,3.91,1603192,3184900,412,364,232,1564,5,15,19,11,9844,1,5,86.43
TCS,102461,24,131,48,0,26,1,2,2614022,196690,53,221,15,1,3,86.91,8,32,1,1.54,1519257,3295230,465,224,238,1276,18,14,10,9,7275,35,3,81.59
NVIDIA,102462,25,140,38,0,10,5,4,1183177,66766,54,34,23,13,1,91.34,0,15,0,4.88,4042363,1252929,99,80,156,1573,27,17,0,12,5885,5,1,85.04
Apple,102463,24,123,47,1,25,1,10,2477492,105552,42,182,24,7,2,93.16,13,19,2,3.91,2392524,1434675,488,71,212,1059,9,9,16,14,8243,55,14,95.67
Tesla,102464,4,146,25,1,5,2,9,778072,68075,13,159,14,8,3,96.54,17,1,3,1.5,1322407,4708808,375,23,164,1516,18,1,7,18,9187,23,7,64.02
Accenture,102465,21,132,56,1,26,5,1,2575716,51936,36,25,2,17,1,91.23,10,24,2,4.6,4408583,4266893,418,243,161,1474,19,18,22,5,5697,67,9,67.61
Apple,102466,8,168,41,0,22,2,3,2410536,141772,47,141,8,6,2,96.41,17,26,0,4.42,1419325,3103249,354,208,150,1585,12,14,5,18,9610,47,5,78.28
Apple,102467,23,149,35,1,6,2,1,961679,78954,11,16,15,21,2,92.18,6,30,5,3.4,3069023,1199889,492,422,232,1135,4,6,9,8,3117,25,8,79.08
Accenture,102468,3,116,28,1,4,1,8,724736,79486,0,248,6,1,4,85.55,8,5,5,4.4,4174982,2012547,236,12,132,1102,12,2,11,1,2904,61,15,57.07
Accenture,102469,15,175,39,0,11,2,3,1272005,79421,49,25,3,14,2,75.27,6,27,5,2.09,1966425,375224,486,82,149,1445,14,11,19,18,5647,21,15,64.08
NVIDIA,102470,14,119,48,0,29,2,10,3028326,141602,20,6,12,15,2,88.51,18,38,3,3.92,2867292,4976710,189,27,217,1053,25,16,13,6,5055,27,1,80.16
TCS,102471,12,127,52,1,32,5,3,3257440,161834,34,123,22,9,2,76.97,25,24,2,3.15,4938255,2940382,152,244,200,1091,16,9,6,13,4997,31,6,98.97
SAP,102472,23,145,32,1,9,2,2,1052875,93051,38,198,21,14,3,85.93,5,30,5,1.47,4519212,504010,294,328,166,1237,28,9,19,7,2693,32,0,54.96
Tesla,102473,15,179,22,0,3,3,7,485901,68582,47,45,4,22,5,92.2,4,15,3,2,1489585,5153875,188,109,128,1197,20,18,18,5,1642,48,7,99.19
Salesforce,102474,14,126,46,1,25,5,1,2686218,117516,57,104,14,22,2,92.84,22,19,1,1.45,4110719,5470842,36,106,157,1193,20,13,20,10,1172,2,12,57.66
Amazon,102475,25,137,54,0,34,2,6,3269751,295284,11,8,25,21,4,98.82,1,15,4,1.76,628652,2775788,371,3,197,1232,15,16,8,17,3658,2,9,82.81
Infosys,102476,26,108,44,0,18,4,4,1839192,145781,46,200,1,22,3,89.1,14,10,1,1.32,1464933,733703,450,80,193,1248,2,9,13,4,8898,60,0,68.99
Oracle,102477,9,117,26,1,6,5,8,814865,110341,8,247,8,14,4,92.25,5,3,0,4.59,4523763,3518129,164,314,171,1571,12,0,17,17,5963,37,12,96.35
Adobe,102478,15,139,27,0,0,4,7,371744,49586,60,52,17,1,4,99.67,27,32,4,4.24,580698,5182466,37,201,153,1300,22,4,19,3,8487,41,14,72.19
Meta,102479,5,161,27,1,4,4,9,623789,74595,52,216,12,10,4,96.45,18,38,3,3.56,1599406,2778451,453,350,218,1482,24,0,4,6,5802,64,0,74.29
HCLTech,102480,18,114,53,1,31,3,4,3150283,158967,24,290,5,25,2,86.54,8,40,4,1.3,856420,1040525,244,380,125,1267,23,13,9,12,3925,24,13,54.31
Capgemini,102481,1,138,27,0,3,1,5,672279,58886,1,123,23,21,2,89.79,19,11,3,3.06,3602537,1817762,391,18,238,1338,8,15,9,18,7365,52,3,92.36
TCS,102482,20,138,47,0,17,5,8,1849876,94575,38,130,6,11,2,75.32,9,40,3,2.85,2808030,1801953,45,381,154,1335,14,17,12,2,7995,20,8,99.71
Amazon,102483,7,177,61,0,33,2,3,3192437,276634,19,268,9,24,4,95.95,8,19,2,1.37,664362,3569767,19,280,158,1425,22,14,8,1,6760,44,15,88.89
Infosys,102484,2,161,36,0,10,2,6,1323279,102496,39,39,3,6,3,96.02,28,27,5,2.8,1607106,2819027,2,337,231,1238,8,6,13,1,2908,35,5,69.32
Adobe,102485,25,127,32,1,11,5,6,1377638,83639,20,27,11,20,3,87.45,13,30,4,2.84,4782745,1722479,197,462,186,1118,13,19,14,8,3801,40,3,97.59
IBM,102486,20,135,30,0,6,5,7,759323,68928,23,116,2,14,2,80.59,6,27,4,1.06,4087468,2684406,25,238,134,1033,16,2,13,8,2087,67,10,90.49
TCS,102487,22,141,26,0,5,3,4,651630,88331,55,140,15,12,5,84.2,15,8,4,2.46,543666,2625593,21,126,136,1269,28,10,22,20,9819,50,9,99.73
Tesla,102488,15,146,58,1,34,2,2,3340865,109352,58,147,1,2,1,92.26,13,19,0,1.03,2117503,4733912,327,241,143,1048,29,1,19,7,3295,42,4,75.77
Adobe,102489,1,137,28,0,2,4,4,497598,15604,43,118,1,8,1,95.04,2,0,5,1.97,4375325,3300104,34,428,236,1451,24,3,11,2,9027,60,5,79.3
HCLTech,102490,5,140,50,0,21,1,3,2135864,126111,6,153,2,7,2,79.09,9,3,0,3.62,284315,2120926,82,279,152,1600,25,12,19,16,2002,10,2,91.68
Intel,102491,4,140,31,0,9,1,5,1051414,49313,2,213,11,9,1,80.46,1,2,0,3.82,265875,2075284,141,163,182,1331,3,5,0,18,3244,2,14,74.6
Capgemini,102492,11,119,60,0,31,4,6,3143652,174400,38,163,6,10,2,86.17,8,18,3,1.75,1405959,934849,105,339,164,1597,18,19,20,9,5250,26,2,59.5
Oracle,102493,9,114,22,1,0,5,5,218764,52412,26,267,17,24,2,77.15,23,6,2,1.26,2625729,130975,450,475,141,1162,29,16,18,17,3941,66,6,77.82
Apple,102494,23,134,41,0,19,3,2,2078958,205083,59,62,4,11,4,93.71,12,17,3,2.32,107513,5421178,118,205,184,1534,10,2,12,12,8821,39,11,53.36
Microsoft,102495,14,155,37,1,12,2,9,1365934,155845,44,14,9,12,4,89.96,10,36,4,3.08,795988,3191387,4,199,234,1544,30,1,5,17,5299,71,12,72.81
IBM,102496,30,155,36,1,14,1,3,1589384,59158,46,119,2,24,1,94.47,13,13,1,2.57,4092973,2431408,361,407,145,1312,28,17,15,7,9395,13,15,81.22
Meta,102497,8,147,34,1,6,2,6,750878,121884,17,39,25,3,5,76.86,16,11,4,1.41,3790746,1668777,289,139,187,1160,14,3,19,17,7729,16,15,56.51
Intel,102498,19,118,30,0,0,3,4,287126,47677,30,40,20,9,5,92.09,2,37,4,4.95,4732655,1878446,428,231,203,1413,20,10,5,19,8584,12,12,69.31
Oracle,102499,30,169,45,0,21,2,4,2313429,227306,14,246,11,0,4,92.1,4,26,0,2.03,4033000,5370748,454,294,128,1223,2,2,9,19,2153,29,0,54.85
Apple,102500,30,174,48,0,25,3,3,2526659,203670,10,96,5,15,4,94.7,18,26,5,1.35,2071273,1028550,349,236,204,1345,21,14,12,19,4167,67,6,69.28
Amazon,102501,25,150,50,0,26,3,3,2651297,244511,34,32,15,25,4,79.7,27,10,1,1.85,3319457,4061328,233,442,230,1075,18,3,18,7,8422,1,8,51.62
Alphabet,102502,17,106,63,1,34,1,5,3355243,81164,3,38,11,6,1,75.55,4,40,3,2.5,1720312,2315839,375,102,216,1081,18,8,17,9,8777,48,9,96.88
Meta,102503,4,160,28,0,4,4,7,737493,70772,11,6,4,25,2,94.56,26,30,3,1.5,2608470,2091309,499,315,151,1543,19,10,19,18,2888,71,0,76.07
IBM,102504,20,167,46,0,25,5,3,2520989,284465,52,77,8,6,5,70.49,0,2,2,2.5,2884392,955230,447,222,169,1265,8,7,20,4,4070,49,0,81.18
NVIDIA,102505,6,104,50,1,30,3,5,3120415,331642,35,195,16,15,5,75.94,22,23,4,3.35,2000219,2270574,167,43,122,1139,26,9,5,15,4840,44,4,96.21
Capgemini,102506,23,165,38,1,11,3,9,1406859,110634,39,174,22,16,3,85.24,1,7,5,4.67,4571271,2788893,234,450,131,1526,12,5,7,10,5141,45,0,54.77
Microsoft,102507,25,155,46,0,24,3,7,2521721,105818,26,131,22,14,2,80.81,28,12,4,4.52,1253159,3464610,243,38,219,1182,11,18,5,19,4764,19,3,59.53
NVIDIA,102508,3,153,37,1,14,5,9,1594116,128600,0,79,19,24,3,92.45,8,13,5,1.51,1061997,4162358,128,233,228,1043,2,1,19,7,4966,7,14,70.49
Alphabet,102509,7,124,35,0,6,4,10,944112,24184,6,61,5,23,1,94.34,28,14,5,1.17,3713841,2497816,159,351,203,1091,6,19,16,14,5213,31,0,59.02
SAP,102510,4,134,50,0,24,4,8,2593013,55990,2,224,7,25,1,80.31,27,15,5,1.87,3859927,687971,411,355,150,1529,27,9,14,3,6400,50,10,91.8
NVIDIA,102511,14,147,49,1,28,4,7,2940417,76657,14,171,14,20,1,70.88,3,24,4,2.63,700036,3135577,83,346,157,1553,14,16,3,4,8608,70,5,61.18
Amazon,102512,1,140,42,0,14,4,10,1673773,66620,38,20,25,0,1,97.02,1,34,2,4.21,1043041,5132236,252,89,173,1028,6,6,1,11,4188,34,9,84.44
Microsoft,102513,11,152,60,0,34,4,3,3452821,348128,35,161,21,5,5,98.91,28,29,5,2.74,2213482,4125926,31,267,216,1540,13,0,19,11,5387,68,13,75.38
IBM,102514,8,122,48,1,25,5,4,2649599,144207,59,270,11,11,2,90.94,1,1,4,3.46,2499747,2330762,63,51,163,1248,20,5,3,11,5086,10,9,87.28
Meta,102515,11,139,30,0,6,5,10,805417,61512,14,174,22,10,2,74.76,15,36,0,2.2,3714589,5218104,396,413,196,1274,12,12,15,4,7671,69,15,67.9
Meta,102516,15,149,48,0,29,5,10,3039489,138237,16,78,13,12,2,76.31,7,24,2,3.85,2931815,4656173,185,312,227,1009,7,11,2,18,4665,17,3,97.46
Amazon,102517,27,137,51,1,22,3,8,2251403,267349,49,258,10,4,5,89.96,4,17,3,2.78,3104705,3053904,252,198,129,1079,15,10,0,1,4146,23,4,62.12
Adobe,102518,25,169,26,0,1,3,5,492205,84064,1,221,10,16,4,93.57,19,34,4,2.58,3714625,4120075,17,453,157,1166,18,3,17,18,1256,24,7,81.2
Adobe,102519,26,118,36,1,16,5,5,1750878,159565,27,108,9,8,4,71.52,25,4,1,1.34,4819305,4569571,318,450,170,1162,21,6,4,6,1124,35,11,99.49
Accenture,102520,10,171,55,1,25,2,10,2663154,163836,50,79,23,0,3,93.65,30,18,0,4.61,1091398,557325,200,92,189,1527,12,3,16,12,9042,48,6,99.54
NVIDIA,102521,23,172,23,1,4,3,7,778891,82887,24,23,22,9,4,71.41,21,25,0,2.12,417233,3992521,308,483,132,1013,27,15,8,2,6249,5,11,63.87
Accenture,102522,11,141,29,1,1,1,8,309748,52826,46,144,24,1,1,70.16,11,30,0,5,4449120,907738,71,121,217,1435,28,20,12,1,9089,13,1,66.42
Wipro,102523,26,153,30,1,2,2,2,434314,30719,13,4,11,13,2,74.96,24,6,1,4.58,536779,1984093,6,481,143,1256,15,10,9,1,3220,72,13,72.43
SAP,102524,22,142,37,0,18,5,10,1867555,108161,20,63,14,16,2,84.36,6,9,3,1.71,1832957,2515405,274,77,209,1146,4,15,12,17,5592,13,12,81.93
Adobe,102525,5,144,35,0,11,5,1,1245848,95753,0,100,24,4,2,82.31,19,1,0,3.41,601785,4207820,480,32,213,1555,10,3,20,16,8167,16,9,58.2
Amazon,102526,19,122,40,1,18,2,3,1820339,192353,20,199,17,24,4,96.21,29,23,3,3.85,3175441,3886660,45,319,200,1429,14,3,11,6,3372,70,1,67.89
Infosys,102527,2,180,56,1,27,4,3,2784685,270565,24,102,2,21,4,96.77,17,22,0,4.08,3589611,3482051,422,78,169,1506,5,6,13,2,3943,55,12,52.02
NVIDIA,102528,11,162,42,1,21,5,5,2175660,81937,43,11,24,9,1,71.02,28,38,2,1.2,2602324,2824370,108,5,193,1112,22,2,18,14,1185,40,9,56.02
SAP,102529,20,151,39,0,14,2,10,1529432,126290,40,138,9,9,4,93.6,1,20,1,2.75,1030792,2817235,27,140,158,1027,17,10,20,7,8760,20,11,89.64
Wipro,102530,14,141,28,0,9,3,4,1133868,136673,14,234,2,10,4,79.38,13,16,4,2.09,165511,4140127,311,361,125,1516,26,1,10,1,4226,60,2,88.52
Alphabet,102531,14,136,47,1,20,5,6,2203907,136156,25,53,15,19,3,93.39,0,24,1,2.5,4753587,1870112,184,339,192,1378,9,9,12,13,3335,54,12,60.7
